114.00,41.80
124.00,40.80
122.00,40.10
128.00,41.30
112.00,37.60
118.00,39.60
132.00,44.40
114.00,37.90
114.00,43.50
114.00,37.40
124.00,38.70
112.00,37.70
114.00,39.20
134.00,38.70
114.00,40.40
124.00,45.10
122.00,40.30
128.00,40.50
114.00,37.70
118.00,38.40
132.00,42.50
118.00,37.50
114.00,42.50
114.00,37.70
114.00,38.70
114.00,38.80
114.00,38.10
134.00,42.80
112.00,40.40
122.00,44.00
134.00,40.10
154.00,39.90
118.00,37.50
114.00,39.20
174.00,57.60
128.00,38.20
170.00,56.80
128.00,39.60
160.00,54.20
118.00,38.70
158.00,52.80
180.00,60.00
180.00,59.60
180.00,60.00
174.00,58.90
164.00,40.30
128.00,39.80
114.00,39.70
128.00,42.30
114.00,37.70
124.00,40.40
128.00,39.00
114.00,38.60
122.00,38.50
114.00,40.80
114.00,41.90
118.00,40.20
122.00,42.00
132.00,40.30
122.00,38.70
128.00,39.90
112.00,40.70
114.00,41.20
124.00,37.50
118.00,38.50
124.00,37.70
114.00,37.80
124.00,38.90
112.00,42.00
114.00,41.10
118.00,37.70
124.00,41.20
134.00,40.10
122.00,38.80
128.00,42.30
114.00,41.50
122.00,40.20
122.00,44.50
118.00,38.70
128.00,38.50
112.00,37.70
122.00,38.60
114.00,42.80
114.00,40.70
124.00,38.00
122.00,41.00
122.00,41.00
122.00,38.00
132.00,39.80
114.00,37.60
114.00,39.80
124.00,44.10
118.00,37.80
118.00,38.90
114.00,38.60
180.00,60.30
138.00,56.10
180.00,60.30
174.00,56.50
164.00,53.70
168.00,53.30
158.00,57.20
148.00,41.20
122.00,37.60
160.00,53.90
132.00,45.00
164.00,52.80
118.00,39.20
158.00,54.80
122.00,38.80
114.00,37.50
114.00,38.20
114.00,39.60
112.00,40.60
122.00,43.40
122.00,44.00
124.00,40.20
122.00,37.30
114.00,37.70
128.00,43.50
122.00,37.90
114.00,40.50
112.00,40.20
122.00,38.80
112.00,37.30
114.00,37.70
132.00,40.00
112.00,40.20
124.00,43.40
122.00,43.10
124.00,39.00
118.00,38.50
112.00,37.60
128.00,42.10
124.00,37.60
114.00,41.00
122.00,43.40
118.00,38.60
114.00,38.60
112.00,41.10
128.00,42.00
112.00,40.40
122.00,42.30
132.00,44.20
122.00,37.90
122.00,40.20
114.00,40.00
128.00,41.30
134.00,37.50
134.00,45.50
134.00,45.10
134.00,45.40
118.00,39.50
118.00,42.80
124.00,41.10
168.00,38.00
132.00,39.30
132.00,42.70
112.00,37.60
118.00,40.20
114.00,40.40
114.00,41.70
122.00,38.60
118.00,38.40
132.00,38.20
114.00,37.60
114.00,40.10
122.00,45.70
124.00,42.20
134.00,37.40
114.00,38.40
132.00,38.60
114.00,38.00
122.00,39.70
112.00,42.50
114.00,39.70
124.00,38.00
114.00,37.50
128.00,38.30
118.00,37.50
124.00,40.50
114.00,46.10
124.00,41.30
134.00,39.80
114.00,37.80
128.00,38.40
114.00,37.50
124.00,39.40
112.00,39.10
118.00,39.20
132.00,44.00
114.00,37.50
114.00,38.20
112.00,37.70
122.00,40.90
114.00,40.40
128.00,40.70
138.00,40.40
112.00,37.70
118.00,38.50
112.00,39.10
122.00,39.70
134.00,45.50
134.00,44.50
134.00,45.20
138.00,44.60
118.00,39.70
122.00,38.70
122.00,38.60
114.00,40.50
132.00,40.40
138.00,40.50
118.00,39.00
118.00,38.50
112.00,42.70
118.00,39.10
118.00,38.20
114.00,38.00
174.00,57.00
122.00,39.00
160.00,55.20
118.00,41.20
114.00,38.20
118.00,41.10
122.00,41.00
134.00,39.60
122.00,41.20
118.00,40.10
118.00,41.10
114.00,38.00
118.00,38.50
112.00,37.80
128.00,41.20
122.00,37.40
114.00,39.70
112.00,42.00
114.00,37.60
114.00,41.40
122.00,42.10
132.00,43.00
122.00,38.50
118.00,39.20
114.00,42.30
112.00,37.60
118.00,38.50
112.00,40.90
124.00,40.50
124.00,37.60
114.00,38.80
124.00,43.10
112.00,37.80
114.00,41.70
122.00,46.10
128.00,42.30
122.00,37.80
114.00,38.20
134.00,45.60
134.00,45.00
134.00,45.20
114.00,44.80
124.00,40.70
122.00,38.60
114.00,37.70
128.00,43.00
114.00,37.70
114.00,40.20
122.00,40.10
124.00,41.00
138.00,38.50
114.00,37.70
128.00,38.50
114.00,37.70
122.00,39.80
112.00,43.10
114.00,39.80
124.00,38.20
112.00,37.80
128.00,38.50
122.00,38.50
160.00,55.80
158.00,59.30
168.00,52.70
174.00,39.80
114.00,37.80
148.00,52.80
118.00,38.50
164.00,54.90
114.00,44.60
164.00,59.30
128.00,43.20
158.00,52.50
128.00,53.00
174.00,52.50
160.00,53.00
114.00,46.40
128.00,40.10
134.00,39.80
112.00,37.80
124.00,38.20
112.00,37.50
118.00,38.70
114.00,43.80
118.00,37.50
128.00,42.30
112.00,40.50
114.00,38.40
114.00,37.30
118.00,40.70
114.00,40.80
132.00,40.90
140.00,46.40
140.00,44.30
134.00,45.20
118.00,39.10
118.00,40.60
122.00,38.60
122.00,37.80
128.00,41.70
122.00,39.60
114.00,38.20
112.00,42.00
114.00,37.60
118.00,41.40
122.00,41.50
132.00,39.50
122.00,40.00
118.00,39.10
112.00,42.50
112.00,37.40
118.00,38.60
112.00,38.60
124.00,40.60
132.00,40.50
114.00,38.90
112.00,42.90
114.00,37.60
114.00,41.00
122.00,43.20
124.00,39.10
154.00,37.90
114.00,38.40
158.00,57.40
114.00,38.20
164.00,55.90
114.00,40.40
168.00,55.00
132.00,38.20
158.00,53.10
128.00,57.40
158.00,52.70
160.00,54.60
158.00,58.70
164.00,54.10
174.00,38.80
114.00,37.70
128.00,41.20
112.00,37.60
118.00,41.10
112.00,43.10
118.00,38.60
132.00,38.20
112.00,37.50
128.00,41.50
114.00,37.50
138.00,47.00
140.00,47.40
144.00,47.20
140.00,41.50
114.00,38.80
128.00,40.90
118.00,37.50
122.00,39.60
114.00,44.20
118.00,39.40
128.00,38.80
112.00,37.60
124.00,38.90
114.00,37.40
114.00,41.30
114.00,46.30
128.00,40.10
134.00,41.70
114.00,43.00
124.00,38.40
114.00,37.60
118.00,39.10
118.00,44.00
118.00,40.50
128.00,42.40
112.00,39.20
122.00,38.60
118.00,37.80
114.00,40.60
118.00,46.50
138.00,40.80
134.00,42.30
112.00,39.40
122.00,38.90
114.00,38.20
114.00,37.70
122.00,43.40
122.00,38.10
168.00,55.90
114.00,40.20
160.00,54.00
122.00,39.90
114.00,40.50
124.00,41.30
122.00,41.70
128.00,39.30
122.00,40.20
118.00,39.00
114.00,39.20
114.00,37.70
118.00,38.20
114.00,39.00
124.00,40.30
134.00,41.00
134.00,45.70
134.00,45.00
138.00,45.20
124.00,42.40
140.00,43.90
128.00,40.40
122.00,41.00
114.00,37.80
132.00,42.90
112.00,37.80
122.00,38.40
112.00,40.00
118.00,39.80
132.00,41.60
114.00,37.80
122.00,41.70
114.00,37.70
114.00,38.20
114.00,40.60
118.00,41.50
122.00,40.60
122.00,40.30
132.00,42.60
122.00,37.70
122.00,38.40
114.00,41.10
114.00,41.40
132.00,38.30
112.00,37.60
128.00,41.90
112.00,37.40
114.00,38.50
112.00,44.30
114.00,38.10
124.00,41.10
122.00,40.50
134.00,42.90
118.00,37.50
122.00,40.10
112.00,44.00
114.00,42.10
132.00,38.60
114.00,38.00
168.00,55.20
118.00,37.90
160.00,53.10
114.00,44.50
112.00,37.90
128.00,41.30
122.00,40.20
132.00,41.30
122.00,38.00
118.00,38.70
134.00,45.40
134.00,45.40
134.00,45.30
134.00,45.30
124.00,39.60
122.00,38.70
114.00,38.00
114.00,43.70
122.00,37.40
124.00,41.30
122.00,42.50
128.00,41.10
124.00,39.40
114.00,37.70
118.00,41.30
112.00,43.70
124.00,38.20
112.00,39.60
118.00,38.70
122.00,37.70
112.00,37.40
114.00,42.80
128.00,37.60
122.00,42.70
122.00,43.70
124.00,40.40
122.00,40.50
112.00,37.70
128.00,42.20
122.00,39.20
128.00,40.40
112.00,40.70
114.00,38.50
114.00,38.70
114.00,37.60
114.00,38.50
132.00,39.80
122.00,41.80
118.00,46.30
124.00,40.30
124.00,40.90
132.00,37.50
118.00,38.40
128.00,40.30
124.00,39.30
134.00,42.30
112.00,37.70
114.00,38.60
112.00,37.80
114.00,38.60
132.00,40.70
122.00,39.60
168.00,57.30
160.00,54.20
180.00,56.80
134.00,45.20
138.00,45.50
158.00,60.00
122.00,41.40
176.00,58.80
114.00,38.40
164.00,55.90
114.00,38.30
160.00,55.70
150.00,58.70
158.00,53.00
170.00,53.50
122.00,40.60
122.00,42.10
122.00,38.20
122.00,38.70
114.00,42.20
114.00,41.60
132.00,38.60
114.00,37.70
114.00,40.50
114.00,37.60
114.00,39.90
114.00,42.40
112.00,37.60
128.00,41.30
124.00,40.30
128.00,41.30
122.00,38.00
114.00,39.30
114.00,43.70
112.00,42.90
128.00,38.30
112.00,37.70
122.00,39.50
118.00,37.70
114.00,37.90
122.00,39.40
114.00,37.50
124.00,41.20
122.00,42.70
128.00,39.60
122.00,39.30
112.00,37.50
114.00,43.40
122.00,44.00
124.00,38.60
114.00,38.70
118.00,38.90
118.00,38.00
114.00,37.50
114.00,42.40
128.00,37.80
134.00,46.90
140.00,47.10
140.00,47.00
180.00,45.70
118.00,38.80
140.00,56.90
124.00,45.10
170.00,53.80
114.00,43.80
160.00,52.90
128.00,39.20
158.00,53.20
118.00,56.60
174.00,53.90
164.00,54.80
158.00,56.40
158.00,52.80
160.00,41.00
114.00,37.60
122.00,41.10
128.00,40.70
124.00,39.20
122.00,41.90
114.00,37.70
114.00,38.60
114.00,37.70
114.00,38.50
132.00,41.20
114.00,41.30
122.00,45.10
122.00,40.10
122.00,40.60
112.00,37.90
118.00,39.30
132.00,43.90
124.00,37.80
134.00,42.90
112.00,37.60
118.00,38.70
114.00,37.70
114.00,38.50
132.00,42.00
114.00,40.20
124.00,45.20
122.00,40.00
124.00,42.00
112.00,37.30
118.00,39.30
112.00,42.40
114.00,37.60
128.00,41.90
114.00,37.70
114.00,40.30
112.00,37.50
134.00,45.00
134.00,45.00
134.00,47.20
132.00,42.10
128.00,41.10
122.00,40.80
122.00,38.30
114.00,39.00
122.00,43.20
122.00,41.20
124.00,38.70
114.00,37.50
160.00,54.30
118.00,37.80
160.00,55.00
114.00,43.30
114.00,37.90
128.00,41.00
124.00,41.10
124.00,39.60
128.00,41.90
114.00,39.90
122.00,43.00
118.00,43.80
122.00,38.60
112.00,37.70
118.00,38.50
122.00,38.60
112.00,37.50
114.00,42.40
118.00,37.50
122.00,41.20
122.00,40.20
122.00,38.10
128.00,40.20
112.00,37.80
114.00,42.00
122.00,44.10
124.00,38.60
112.00,37.60
114.00,37.60
122.00,38.60
112.00,37.70
114.00,41.10
134.00,38.70
118.00,41.10
128.00,43.20
118.00,40.20
134.00,40.40
112.00,37.60
118.00,40.70
132.00,44.10
118.00,38.50
114.00,40.50
134.00,44.70
134.00,45.00
138.00,45.20
118.00,42.50
134.00,39.20
114.00,40.90
122.00,45.60
118.00,39.10
122.00,39.90
112.00,40.60
124.00,41.80
140.00,44.70
128.00,37.60
118.00,40.80
114.00,38.40
114.00,38.70
112.00,37.70
114.00,42.00
124.00,42.50
114.00,37.70
114.00,41.60
154.00,53.30
158.00,54.30
158.00,52.30
160.00,53.30
138.00,45.20
128.00,37.50
134.00,40.70
114.00,41.70
114.00,40.20
114.00,37.80
114.00,42.20
132.00,43.00
114.00,37.70
114.00,41.10
114.00,40.00
114.00,40.00
114.00,39.00
122.00,43.60
124.00,45.10
122.00,37.50
128.00,41.00
114.00,37.80
114.00,39.60
112.00,37.70
114.00,42.50
114.00,42.30
114.00,37.90
114.00,38.80
114.00,37.60
114.00,38.70
118.00,40.30
114.00,45.20
140.00,44.90
140.00,44.80
138.00,45.20
134.00,45.20
118.00,39.40
132.00,39.40
112.00,43.70
118.00,41.70
118.00,37.50
114.00,38.60
118.00,37.30
114.00,37.70
128.00,40.80
112.00,45.80
124.00,43.70
128.00,46.20
122.00,39.00
122.00,44.30
114.00,37.60
132.00,38.50
114.00,38.00
118.00,41.00
122.00,37.80
118.00,38.30
114.00,38.80
112.00,37.50
128.00,40.00
112.00,40.30
134.00,42.80
134.00,55.80
174.00,38.60
118.00,53.10
114.00,37.90
170.00,53.00
114.00,38.20
168.00,54.70
134.00,38.40
160.00,52.80
118.00,41.00
158.00,52.90
170.00,54.70
158.00,52.70
164.00,54.10
176.00,59.40
170.00,37.60
118.00,40.20
112.00,38.80
124.00,38.20
112.00,37.50
114.00,38.70
134.00,38.20
112.00,37.60
114.00,40.40
112.00,41.70
138.00,45.60
134.00,46.70
144.00,47.30
140.00,46.80
140.00,38.80
122.00,41.70
112.00,39.60
114.00,40.10
114.00,37.60
114.00,42.10
132.00,43.10
112.00,37.60
114.00,41.10
118.00,40.30
114.00,39.60
122.00,39.50
122.00,43.20
138.00,44.90
132.00,37.70
128.00,40.90
114.00,40.80
114.00,39.30
118.00,37.80
112.00,42.90
128.00,42.20
118.00,37.80
118.00,40.00
118.00,41.70
114.00,38.80
124.00,40.80
122.00,45.00
124.00,44.00
128.00,37.70
124.00,39.60
122.00,37.90
114.00,38.10
122.00,38.90
114.00,44.00
160.00,56.40
122.00,38.50
160.00,53.60
122.00,52.80
160.00,52.80
174.00,55.60
158.00,57.60
160.00,58.00
168.00,59.30
132.00,39.10
122.00,37.90
158.00,52.80
128.00,39.00
138.00,59.20
118.00,40.90
132.00,37.70
134.00,45.10
134.00,45.20
134.00,45.10
132.00,43.10
114.00,41.50
128.00,42.40
132.00,46.30
114.00,38.10
118.00,38.40
112.00,37.60
124.00,38.20
112.00,37.90
114.00,39.50
124.00,37.50
114.00,37.70
114.00,38.60
112.00,37.80
124.00,40.10
112.00,40.30
132.00,41.10
140.00,46.10
122.00,37.40
118.00,38.60
112.00,38.70
124.00,40.90
114.00,37.60
114.00,38.50
134.00,38.50
114.00,37.80
114.00,40.60
114.00,39.30
122.00,40.10
118.00,39.90
124.00,40.90
140.00,45.50
128.00,37.50
118.00,40.30
112.00,39.80
118.00,38.80
118.00,37.70
114.00,37.40
132.00,43.10
114.00,37.60
114.00,40.60
114.00,40.80
158.00,53.80
160.00,53.10
158.00,54.00
174.00,57.40
134.00,37.40
118.00,40.60
114.00,44.00
118.00,38.40
114.00,38.40
134.00,45.20
134.00,44.50
138.00,45.40
118.00,40.80
118.00,42.90
118.00,38.00
118.00,41.10
122.00,45.40
134.00,43.80
138.00,37.70
124.00,39.50
118.00,42.00
114.00,37.70
118.00,39.00
112.00,43.70
124.00,41.10
122.00,37.50
114.00,39.10
118.00,42.50
114.00,38.00
118.00,41.10
122.00,46.40
124.00,42.70
134.00,37.60
118.00,38.70
118.00,38.60
114.00,37.70
122.00,38.10
112.00,38.00
114.00,39.90
122.00,37.40
114.00,38.40
122.00,38.60
112.00,37.50
118.00,43.20
114.00,45.60
124.00,41.50
134.00,38.10
114.00,37.70
128.00,40.20
114.00,37.60
124.00,38.70
114.00,44.10
114.00,39.10
128.00,37.70
112.00,37.70
128.00,38.80
114.00,37.60
124.00,42.20
118.00,46.50
124.00,41.20
128.00,59.40
112.00,37.60
122.00,53.40
134.00,45.50
138.00,45.50
138.00,45.40
122.00,39.30
132.00,39.30
112.00,39.50
114.00,40.70
114.00,37.50
118.00,38.80
114.00,39.20
124.00,37.70
128.00,43.60
124.00,37.70
114.00,38.60
112.00,38.50
118.00,38.50
114.00,37.70
122.00,38.00
132.00,39.50
112.00,41.80
122.00,40.80
122.00,41.00
118.00,39.00
128.00,38.60
114.00,38.00
132.00,42.10
124.00,38.80
114.00,40.50
114.00,39.20
114.00,38.40
114.00,38.70
112.00,40.10
128.00,40.30
112.00,40.40
128.00,42.10
122.00,42.30
122.00,37.60
122.00,38.40
112.00,38.20
124.00,41.10
128.00,37.40
114.00,39.30
114.00,39.70
114.00,37.80
114.00,40.60
112.00,44.20
114.00,40.70
112.00,40.30
124.00,41.00
134.00,42.50
118.00,37.60
122.00,42.20
112.00,38.70
134.00,41.50
138.00,45.80
180.00,60.40
138.00,46.00
160.00,53.70
122.00,45.50
158.00,58.70
168.00,55.10
170.00,52.50
160.00,52.90
174.00,56.90
164.00,37.90
124.00,41.80
158.00,56.80
114.00,40.10
124.00,52.50
114.00,37.60
128.00,38.50
114.00,37.80
122.00,40.80
118.00,44.30
118.00,38.90
124.00,41.20
122.00,40.40
134.00,41.30
118.00,37.80
128.00,40.40
118.00,43.60
118.00,39.40
128.00,44.30
114.00,39.50
128.00,40.60
122.00,37.80
122.00,39.80
114.00,44.60
122.00,38.10
128.00,39.50
122.00,40.90
132.00,43.10
122.00,37.80
122.00,39.50
122.00,37.80
118.00,37.40
128.00,43.20
114.00,38.20
114.00,38.90
114.00,37.70
118.00,38.70
122.00,38.00
118.00,37.40
128.00,40.00
112.00,41.60
124.00,41.20
122.00,38.90
138.00,45.20
134.00,44.80
134.00,44.80
132.00,45.50
134.00,40.20
124.00,40.80
112.00,39.30
114.00,39.10
124.00,39.30
158.00,54.10
174.00,54.00
158.00,55.00
160.00,55.00
158.00,59.40
118.00,37.70
124.00,40.90
158.00,53.60
124.00,41.50
176.00,52.90
118.00,39.50
158.00,55.70
114.00,38.00
160.00,53.40
112.00,54.10
122.00,40.40
114.00,40.40
124.00,40.80
124.00,43.00
118.00,44.10
122.00,38.80
114.00,42.10
122.00,40.20
128.00,37.50
114.00,38.10
128.00,41.20
114.00,37.70
114.00,40.70
112.00,43.40
118.00,39.40
114.00,40.70
122.00,40.40
138.00,44.50
118.00,37.60
124.00,41.40
112.00,43.00
118.00,39.60
124.00,38.00
112.00,37.80
128.00,40.80
112.00,37.50
114.00,40.80
112.00,44.30
118.00,38.90
128.00,41.00
140.00,47.50
140.00,47.00
140.00,45.30
124.00,44.00
124.00,45.00
114.00,39.10
128.00,38.30
112.00,37.60
124.00,38.60
114.00,37.70
114.00,39.40
118.00,44.20
118.00,37.40
128.00,41.30
114.00,38.40
128.00,40.10
170.00,38.20
132.00,53.70
122.00,44.00
114.00,38.70
128.00,42.50
112.00,38.30
124.00,38.70
112.00,37.50
118.00,38.20
122.00,44.30
122.00,39.30
128.00,39.80
122.00,42.50
128.00,41.10
122.00,38.90
118.00,37.90
124.00,38.40
118.00,38.20
132.00,41.70
122.00,39.60
114.00,38.20
112.00,37.70
114.00,37.90
122.00,40.80
112.00,38.80
118.00,40.40
112.00,43.10
124.00,40.70
122.00,42.20
112.00,37.60
124.00,38.60
124.00,39.80
124.00,40.80
124.00,40.50
114.00,38.00
112.00,40.70
112.00,37.80
128.00,38.00
134.00,45.00
134.00,46.20
134.00,46.90
128.00,41.70
128.00,44.00
112.00,38.20
122.00,38.60
112.00,41.90
122.00,39.80
134.00,37.70
114.00,37.70
114.00,43.10
122.00,37.60
114.00,38.40
112.00,42.30
118.00,39.30
114.00,40.40
122.00,40.50
124.00,42.80
122.00,37.70
122.00,38.10
112.00,42.90
118.00,39.50
132.00,38.30
114.00,38.00
170.00,56.10
114.00,37.90
